date,log_date_ths,time_ths,target_ths,target_raw_ths,top10_raw_ths,top1_ths,log_date_jq,time_jq,target_jq,target_raw_jq,top10_raw_jq,top1_jq,target_match,top1_match,top10_overlap
2023-04-26,2023-04-26,13:10:00,513030,513030.SH,"513030.SH:0.9205,513520.SH:0.3440,518880.SH:0.0695",513030,2023-04-26,13:10:00,513030,513030.XSHG,"513030.XSHG:1.0204,518880.XSHG:0.0611",513030,True,True,2
2023-04-27,2023-04-27,13:10:00,161226,161226.SZ,"161226.SZ:0.8660,513030.SH:0.8512,518880.SH:0.0663",161226,2023-04-27,13:10:00,161226,161226.XSHE,"161226.XSHE:1.0785,513030.XSHG:0.9339,518880.XSHG:0.0748",161226,True,True,3
2023-04-28,2023-04-28,13:10:00,513030,513030.SH,"513030.SH:0.8262,513500.SH:0.2108,513100.SH:0.0258",513030,2023-04-28,13:10:00,513030,513030.XSHG,"513030.XSHG:0.8704,513500.XSHG:0.2475,513100.XSHG:0.0238",513030,True,True,3
2023-05-04,2023-05-04,13:10:00,161226,161226.SZ,"161226.SZ:0.7902,513030.SH:0.6654,513520.SH:0.3816,518880.SH:0.1122,513100.SH:0.0177",161226,2023-05-04,13:10:00,161226,161226.XSHE,"161226.XSHE:0.8441,513030.XSHG:0.7931,513520.XSHG:0.3463,518880.XSHG:0.0753,513100.XSHG:0.0203",161226,True,True,5
2023-05-05,2023-05-05,13:10:00,513520,513520.SH,"513520.SH:0.4340,518880.SH:0.1545,513100.SH:0.0127",513520,2023-05-05,13:10:00,161226,161226.XSHE,"161226.XSHE:0.8364,513520.XSHG:0.4013,518880.XSHG:0.1206,513100.XSHG:0.0140",161226,False,False,3
2023-05-08,2023-05-08,13:10:00,161226,161226.SZ,"161226.SZ:0.6806,513030.SH:0.5010,513520.SH:0.4489,513290.SH:0.1588,518880.SH:0.1130,513500.SH:0.0680,513100.SH:0.0397",161226,2023-05-08,13:10:00,161226,161226.XSHE,"161226.XSHE:0.7802,513030.XSHG:0.5568,513520.XSHG:0.4340,513290.XSHG:0.1736,518880.XSHG:0.1209,513500.XSHG:0.0801,513100.XSHG:0.0291",161226,True,True,7
2023-05-09,2023-05-09,13:10:00,161226,161226.SZ,"161226.SZ:0.5243,513520.SH:0.4855,513030.SH:0.4017,518880.SH:0.1214,513290.SH:0.1168,513500.SH:0.0645,513100.SH:0.0526",161226,2023-05-09,13:10:00,161226,161226.XSHE,"161226.XSHE:0.6476,513030.XSHG:0.4845,513520.XSHG:0.4454,518880.XSHG:0.1235,513500.XSHG:0.0738,513100.XSHG:0.0442",161226,True,True,6
2023-05-10,2023-05-10,13:10:00,513520,513520.SH,"513520.SH:0.4827,161226.SZ:0.4410,518880.SH:0.1399,513290.SH:0.1189,513100.SH:0.0619,513500.SH:0.0520",513520,2023-05-10,13:10:00,161226,161226.XSHE,"161226.XSHE:0.5166,513520.XSHG:0.4855,518880.XSHG:0.1314,513500.XSHG:0.0589,513100.XSHG:0.0457",161226,False,False,5
2023-05-11,2023-05-11,13:10:00,513520,513520.SH,"513520.SH:0.5225,518880.SH:0.1572,513100.SH:0.1388,513500.SH:0.0716",513520,2023-05-11,13:10:00,513520,513520.XSHG,"513520.XSHG:0.4917,161226.XSHE:0.4109,518880.XSHG:0.1433,513100.XSHG:0.0865,513500.XSHG:0.0688",513520,True,True,4
2023-05-12,2023-05-12,13:10:00,513100,513100.SH,"513100.SH:0.2650,513290.SH:0.0875,513500.SH:0.0868",513100,2023-05-12,13:10:00,513520,513520.XSHG,"513520.XSHG:0.5965,513100.XSHG:0.1547,518880.XSHG:0.1314,513290.XSHG:0.1028,513500.XSHG:0.0701",513520,False,False,3
2023-05-15,2023-05-15,13:10:00,513520,513520.SH,"513520.SH:0.8913,513100.SH:0.3703,513500.SH:0.1141,518880.SH:0.1067",513520,2023-05-15,13:10:00,513520,513520.XSHG,"513520.XSHG:0.7415,513100.XSHG:0.2481,518880.XSHG:0.1150,513500.XSHG:0.0868,513290.XSHG:0.0754",513520,True,True,4
2023-05-16,2023-05-16,13:10:00,513520,513520.SH,"513520.SH:0.9732,513100.SH:0.4610,513500.SH:0.1160,518880.SH:0.1099,513290.SH:0.1006",513520,2023-05-16,13:10:00,513520,513520.XSHG,"513520.XSHG:0.9078,513100.XSHG:0.3929,513500.XSHG:0.1141,518880.XSHG:0.1052,513290.XSHG:0.0891",513520,True,True,5
2023-05-17,2023-05-17,13:10:00,513100,513100.SH,"513100.SH:0.6062,513500.SH:0.1360",513100,2023-05-17,13:10:00,513520,513520.XSHG,"513520.XSHG:1.0785,513100.XSHG:0.4869,513500.XSHG:0.1249",513520,False,False,2
2023-05-18,2023-05-18,13:10:00,513100,513100.SH,"513100.SH:0.8070,513500.SH:0.1973",513100,2023-05-18,13:10:00,513520,513520.XSHG,"513520.XSHG:1.4497,513100.XSHG:0.6507,513500.XSHG:0.1600,513030.XSHG:0.0615",513520,False,False,2
2023-05-19,2023-05-19,13:10:00,511880,511880.SH,,,2023-05-19,13:10:00,513520,513520.XSHG,"513520.XSHG:2.3827,513100.XSHG:0.8778,513500.XSHG:0.2199,513030.XSHG:0.0920",513520,False,False,0
2023-05-22,2023-05-22,13:10:00,513100,513100.SH,"513100.SH:1.3368,513500.SH:0.3708,513030.SH:0.1346,513290.SH:0.0575",513100,2023-05-22,13:10:00,513100,513100.XSHG,"513100.XSHG:1.1312,513500.XSHG:0.2981,513030.XSHG:0.1137",513100,True,True,3
2023-05-23,2023-05-23,13:10:00,513100,513100.SH,"513100.SH:1.5833,513500.SH:0.4484,513030.SH:0.1509,513290.SH:0.0894",513100,2023-05-23,13:10:00,513100,513100.XSHG,"513100.XSHG:1.3901,513500.XSHG:0.3809,513030.XSHG:0.1329",513100,True,True,3
2023-05-24,2023-05-24,13:10:00,513100,513100.SH,"513100.SH:1.5421,513500.SH:0.4386,513030.SH:0.0930,518880.SH:0.0159",513100,2023-05-24,13:10:00,513100,513100.XSHG,"513100.XSHG:1.4732,513500.XSHG:0.4069,513030.XSHG:0.1111,518880.XSHG:0.0138",513100,True,True,4
2023-05-25,2023-05-25,13:10:00,513100,513100.SH,"513100.SH:1.7997,513500.SH:0.4629,513290.SH:0.1443",513100,2023-05-25,13:10:00,513100,513100.XSHG,"513100.XSHG:1.6228,513500.XSHG:0.4309,513290.XSHG:0.1238",513100,True,True,3
2023-05-26,2023-05-26,13:10:00,513100,513100.SH,"513100.SH:2.0153,513500.SH:0.4869",513100,2023-05-26,13:10:00,513100,513100.XSHG,"513100.XSHG:1.8662,513500.XSHG:0.4672",513100,True,True,2
2023-05-29,2023-05-29,13:10:00,513100,513100.SH,"513100.SH:2.7106,513500.SH:0.6809,513310.SH:0.0300",513100,2023-05-29,13:10:00,513100,513100.XSHG,"513100.XSHG:2.3032,513500.XSHG:0.5759",513100,True,True,2
2023-05-30,2023-05-30,13:10:00,513100,513100.SH,"513100.SH:3.1332,513500.SH:0.8021,513310.SH:0.2124",513100,2023-05-30,13:10:00,513100,513100.XSHG,"513100.XSHG:2.7568,513500.XSHG:0.6971,513310.XSHG:0.0279",513100,True,True,3
2023-05-31,2023-05-31,13:10:00,513100,513100.SH,"513100.SH:3.2991,513500.SH:0.8147,513310.SH:0.4998",513100,2023-05-31,13:10:00,513100,513100.XSHG,"513100.XSHG:3.1100,513500.XSHG:0.7860,513310.XSHG:0.2124,518880.XSHG:0.0003",513100,True,True,3
2023-06-01,2023-06-01,13:10:00,513100,513100.SH,"513100.SH:3.2751,513310.SH:0.8218,513500.SH:0.8060",513100,2023-06-01,13:10:00,513100,513100.XSHG,"513100.XSHG:3.2448,513500.XSHG:0.8006,513310.XSHG:0.5333",513100,True,True,3
2023-06-02,2023-06-02,13:10:00,513100,513100.SH,"513100.SH:3.5499,513310.SH:1.0994,513500.SH:0.8855,513520.SH:0.2893",513100,2023-06-02,13:10:00,513100,513100.XSHG,"513100.XSHG:3.4724,513500.XSHG:0.8538,513310.XSHG:0.8509,513520.XSHG:0.3535",513100,True,True,4
2023-06-05,2023-06-05,13:10:00,513100,513100.SH,"513100.SH:3.5846,515880.SH:2.1157,513310.SH:1.2819,515050.SH:1.0651,513500.SH:1.0546,159732.SZ:0.8059,516520.SH:0.4620,159667.SZ:0.4267",513100,2023-06-05,13:10:00,513100,513100.XSHG,"513100.XSHG:3.5934,515880.XSHG:1.4239,513310.XSHG:1.0994,513500.XSHG:0.9740,159732.XSHE:0.6834,515050.XSHG:0.6619,159667.XSHE:0.4103,562500.XSHG:0.3389,516520.XSHG:0.3040",513100,True,True,8
2023-06-06,2023-06-06,13:10:00,513100,513100.SH,"513100.SH:3.5589,515880.SH:2.2841,513310.SH:1.3235,513500.SH:1.0746",513100,2023-06-06,13:10:00,513100,513100.XSHG,"513100.XSHG:3.6745,515880.XSHG:2.0462,513310.XSHG:1.2400,513500.XSHG:1.0586,515050.XSHG:0.9493,159732.XSHE:0.6427,516520.XSHG:0.3869,159667.XSHE:0.3284,562500.XSHG:0.2166",513100,True,True,4
2023-06-07,2023-06-07,13:10:00,513100,513100.SH,"513100.SH:3.4941,513500.SH:1.1628,513520.SH:0.3434,513290.SH:0.0273,513030.SH:0.0000",513100,2023-06-07,13:10:00,513100,513100.XSHG,"513100.XSHG:3.5589,513500.XSHG:1.0961,513520.XSHG:0.4115,513290.XSHG:0.0195,513030.XSHG:0.0000",513100,True,True,5
2023-06-08,2023-06-08,13:10:00,513500,513500.SH,"513500.SH:1.0977,501018.SH:0.0365,513290.SH:0.0159",513500,2023-06-08,13:10:00,513500,513500.XSHG,"513500.XSHG:1.1327,513520.XSHG:0.2548,501018.XSHG:0.0323,513290.XSHG:0.0166",513500,True,True,3
2023-06-09,2023-06-09,13:10:00,513100,513100.SH,"513100.SH:2.6260,513310.SH:1.3507,513500.SH:1.1088,513520.SH:0.1876,513290.SH:0.0344,513030.SH:0.0002",513100,2023-06-09,13:10:00,513100,513100.XSHG,"513100.XSHG:2.9318,513310.XSHG:1.2393,513500.XSHG:1.1439,513520.XSHG:0.2220,513290.XSHG:0.0256,513030.XSHG:0.0001",513100,True,True,6
2023-06-12,2023-06-12,13:10:00,513100,513100.SH,"513100.SH:2.5811,513310.SH:1.4868,513500.SH:1.1793,513520.SH:0.2056,513290.SH:0.0525,513030.SH:0.0017",513100,2023-06-12,13:10:00,513100,513100.XSHG,"513100.XSHG:2.7340,513310.XSHG:1.4526,513500.XSHG:1.1515,513520.XSHG:0.2205,513290.XSHG:0.0332,513030.XSHG:0.0001",513100,True,True,6
2023-06-13,2023-06-13,13:10:00,513500,513500.SH,"513500.SH:1.3256,513520.SH:0.3042,513290.SH:0.1129,513030.SH:0.0301,159980.SZ:0.0048,159985.SZ:0.0007",513500,2023-06-13,13:10:00,515880,515880.XSHG,"515880.XSHG:3.8848,513100.XSHG:2.8739,515050.XSHG:1.9839,516510.XSHG:1.8888,513310.XSHG:1.7485,159869.XSHE:1.4987,513500.XSHG:1.2540,515980.XSHG:1.1778,513360.XSHG:1.1134,515400.XSHG:1.0065",515880,False,False,1
2023-06-14,2023-06-14,13:10:00,513100,513100.SH,"513100.SH:2.9129,513310.SH:2.0915,513500.SH:1.4058,513520.SH:0.3423,159980.SZ:0.1139,161226.SZ:0.1071,513030.SH:0.0633,159985.SZ:0.0131,518880.SH:0.0016",513100,2023-06-14,13:10:00,515880,515880.XSHG,"515880.XSHG:4.7029,513100.XSHG:2.9708,516510.XSHG:2.8288,515050.XSHG:2.5288,159869.XSHE:2.4267,513310.XSHG:2.0203,515400.XSHG:1.7316,513360.XSHG:1.6772,515980.XSHG:1.6645,513500.XSHG:1.3522",515880,False,False,3
2023-06-15,2023-06-15,13:10:00,513100,513100.SH,"513100.SH:2.9920,513310.SH:2.0679,513500.SH:1.4231,513520.SH:0.2916,159980.SZ:0.2325,513290.SH:0.2082,513030.SH:0.1240",513100,2023-06-15,13:10:00,516510,516510.XSHG,"516510.XSHG:3.7289,159869.XSHE:3.3573,513100.XSHG:3.0315,515050.XSHG:2.9826,515400.XSHG:2.4732,513360.XSHG:2.2108,515980.XSHG:2.0874,513310.XSHG:2.0832,159819.XSHE:1.5911,513500.XSHG:1.4107",516510,False,False,3
2023-06-16,2023-06-16,13:10:00,515400,515400.SH,"515400.SH:3.9129,512980.SH:3.8965,513360.SH:3.8639,516190.SH:3.5558,515980.SH:3.0560,513100.SH:3.0124,159819.SZ:2.4712,159852.SZ:2.0892,513310.SH:2.0762,159998.SZ:1.8277",515400,2023-06-16,13:10:00,516510,516510.XSHG,"516510.XSHG:4.7624,159869.XSHE:4.6011,515050.XSHG:3.6210,515400.XSHG:3.2390,513100.XSHG:3.0395,513360.XSHG:2.9983,512980.XSHG:2.7764,515980.XSHG:2.5622,516190.XSHG:2.3997,513310.XSHG:2.0853",516510,False,False,7
2023-06-19,2023-06-19,13:10:00,512980,512980.SH,"512980.SH:4.7346,516190.SH:4.4097,515980.SH:4.2525,513360.SH:4.0073,159819.SZ:3.5684,159852.SZ:3.1401,513100.SH:2.7944,159998.SZ:2.6856,516520.SH:2.1756,513310.SH:1.8945",512980,2023-06-19,13:10:00,515050,515050.XSHG,"515050.XSHG:4.5278,515400.XSHG:4.2634,512980.XSHG:3.7653,513360.XSHG:3.5101,515980.XSHG:3.3880,513100.XSHG:2.9749,159819.XSHE:2.7622,159852.XSHE:2.2229,513310.XSHG:2.0762,159998.XSHE:2.0054",515050,False,False,8
2023-06-20,2023-06-20,13:10:00,159852,159852.SZ,"159852.SZ:4.6031,159819.SZ:4.5799,513360.SH:3.8391,159998.SZ:3.6467,516520.SH:2.7296,513100.SH:2.5489,159605.SZ:2.0941,159851.SZ:1.9753,513180.SH:1.7565,513310.SH:1.7395",159852,2023-06-20,13:10:00,515980,515980.XSHG,"515980.XSHG:4.5164,513360.XSHG:4.0420,159819.XSHE:3.7463,159852.XSHE:3.5541,159998.XSHE:2.9086,513100.XSHG:2.7944,516520.XSHG:2.3023,513310.XSHG:1.9296,159605.XSHE:1.6595,159851.XSHE:1.5277",515980,False,False,9
2023-06-21,2023-06-21,13:10:00,516520,516520.SH,"516520.SH:2.7748,513100.SH:2.3889,159985.SZ:1.5210,513180.SH:1.4965,513500.SH:1.3878,159667.SZ:0.8739,562500.SH:0.5998,513290.SH:0.3633,513030.SH:0.3031",516520,2023-06-21,13:10:00,159852,159852.XSHE,"159852.XSHE:4.2498,159998.XSHE:3.3380,516520.XSHG:2.6213,513100.XSHG:2.6090,159851.XSHE:1.7271,513180.XSHG:1.4818,513310.XSHG:1.4647,513500.XSHG:1.4620,159985.XSHE:1.0624,159732.XSHE:0.7505",159852,False,False,5
2023-06-26,2023-06-26,13:10:00,516520,516520.SH,"516520.SH:2.1855,513100.SH:2.0016,159985.SZ:1.9389,513500.SH:1.2590,513180.SH:1.0855,159667.SZ:0.9965,562500.SH:0.6966,159980.SZ:0.6570,513290.SH:0.2540,513030.SH:0.2263",516520,2023-06-26,13:10:00,516520,516520.XSHG,"516520.XSHG:2.4263,513100.XSHG:2.2943,159985.XSHE:1.5173,513500.XSHG:1.3514,513180.XSHG:1.2677,159667.XSHE:0.8061,159980.XSHE:0.6163,513030.XSHG:0.2282",516520,True,True,8
2023-06-27,2023-06-27,13:10:00,159985,159985.SZ,"159985.SZ:2.0680,501018.SH:0.0001",159985,2023-06-27,13:10:00,159985,159985.XSHE,159985.XSHE:1.8594,159985,True,True,1
2023-06-28,2023-06-28,13:10:00,159985,159985.SZ,"159985.SZ:2.1218,513500.SH:1.1116",159985,2023-06-28,13:10:00,159985,159985.XSHE,"159985.XSHE:2.0384,513500.XSHG:1.1751",159985,True,True,2
2023-06-29,2023-06-29,13:10:00,513100,513100.SH,"513100.SH:1.2929,513500.SH:1.1273,513520.SH:0.4746",513100,2023-06-29,13:10:00,159985,159985.XSHE,"159985.XSHE:2.0499,513100.XSHG:1.4495,513500.XSHG:1.1686,513030.XSHG:0.4295",159985,False,False,2
2023-06-30,2023-06-30,13:10:00,513500,513500.SH,"513500.SH:1.1061,513100.SH:1.1052,501018.SH:0.0001",513500,2023-06-30,13:10:00,159985,159985.XSHE,"159985.XSHE:2.1971,513100.XSHG:1.2929,513500.XSHG:1.1702,518880.XSHG:0.0012",159985,False,False,2
2023-07-03,2023-07-03,13:10:00,513500,513500.SH,"513500.SH:1.1721,513100.SH:1.1510,513030.SH:0.5338,159980.SZ:0.3386,513520.SH:0.3134,513310.SH:0.1038,501018.SH:0.0176,518880.SH:0.0008",513500,2023-07-03,13:10:00,159985,159985.XSHE,"159985.XSHE:2.8923,513100.XSHG:1.2099,513500.XSHG:1.1824,513030.XSHG:0.5128,159980.XSHE:0.3887,513520.XSHG:0.3715,513310.XSHG:0.1418,501018.XSHG:0.0012,518880.XSHG:0.0011",159985,False,False,8
2023-07-04,2023-07-04,13:10:00,515880,515880.SH,"515880.SH:4.0630,159985.SZ:3.9822,515050.SH:2.1478,159667.SZ:1.9736,562500.SH:1.6955,513500.SH:1.0982,513100.SH:1.0482,513180.SH:0.8320,515790.SH:0.7574,512660.SH:0.6131",515880,2023-07-04,13:10:00,515880,515880.XSHG,"515880.XSHG:4.8377,159985.XSHE:3.4801,515050.XSHG:2.3015,159667.XSHE:1.8156,562500.XSHG:1.5775,516520.XSHG:1.2374,513500.XSHG:1.1627,513100.XSHG:1.1580,513180.XSHG:0.9738,513030.XSHG:0.5063",515880,True,True,8
2023-07-05,2023-07-05,13:10:00,159985,159985.SZ,"159985.SZ:4.3409,515880.SH:2.7378,159667.SZ:1.9978,515050.SH:1.6296,562500.SH:1.5854,513500.SH:1.0343,513100.SH:0.9615,512660.SH:0.7865,512710.SH:0.7696,515790.SH:0.7421",159985,2023-07-05,13:10:00,159985,159985.XSHE,"159985.XSHE:4.0469,515880.XSHG:3.7491,515050.XSHG:2.0268,159667.XSHE:2.0062,562500.XSHG:1.6955,516520.XSHG:1.2982,513500.XSHG:1.0835,513100.XSHG:1.0275,513180.XSHG:0.7220,515790.XSHG:0.6514",159985,True,True,8
2023-07-06,2023-07-06,13:10:00,159985,159985.SZ,"159985.SZ:4.4199,159667.SZ:2.0366,515880.SH:2.0354,562500.SH:1.4194,515050.SH:1.3468,516520.SH:1.3346,513500.SH:0.9490,513100.SH:0.8808,512710.SH:0.8309,512660.SH:0.7953",159985,2023-07-06,13:10:00,159985,159985.XSHE,"159985.XSHE:4.3409,515880.XSHG:2.7128,159667.XSHE:2.0419,515050.XSHG:1.5907,562500.XSHG:1.5258,516520.XSHG:1.3080,513500.XSHG:1.0239,513100.XSHG:0.9544,515790.XSHG:0.7166,512660.XSHG:0.7040",159985,True,True,9
2023-07-07,2023-07-07,13:10:00,159985,159985.SZ,"159985.SZ:4.1584,159667.SZ:1.5517,515880.SH:1.3020,516520.SH:1.1515,562500.SH:1.0460,515050.SH:0.9238,512710.SH:0.8819,512670.SH:0.8346,512660.SH:0.7573,513500.SH:0.7452",159985,2023-07-07,13:10:00,159985,159985.XSHE,"159985.XSHE:4.4489,513500.XSHG:0.8935,513100.XSHG:0.8447,159980.XSHE:0.2577,501018.XSHG:0.1708",159985,True,True,2
2023-07-10,2023-07-10,13:10:00,159985,159985.SZ,"159985.SZ:3.6620,501018.SH:0.2544,159980.SZ:0.1452,518880.SH:0.0001",159985,2023-07-10,13:10:00,159985,159985.XSHE,"159985.XSHE:3.9158,501018.XSHG:0.2191,159980.XSHE:0.1841",159985,True,True,3
2023-07-11,2023-07-11,13:10:00,159985,159985.SZ,"159985.SZ:3.6240,501018.SH:0.3135,159980.SZ:0.1640,518880.SH:0.0011,513310.SH:0.0010",159985,2023-07-11,13:10:00,159985,159985.XSHE,"159985.XSHE:4.0202,501018.XSHG:0.2567,159980.XSHE:0.1699,513310.XSHG:0.0011,518880.XSHG:0.0000",159985,True,True,5
2023-07-12,2023-07-12,13:10:00,159985,159985.SZ,"159985.SZ:3.7996,516520.SH:1.1997,512710.SH:1.1748,159981.SZ:1.1038,512670.SH:1.0651,159667.SZ:0.9513,159638.SZ:0.7642,515220.SH:0.7242,512660.SH:0.7189,562500.SH:0.5655",159985,2023-07-12,13:10:00,159985,159985.XSHE,"159985.XSHE:3.8509,516520.XSHG:1.2742,512710.XSHG:1.2489,159667.XSHE:1.1930,512670.XSHG:1.1667,159732.XSHE:0.9925,512660.XSHG:0.8710,159638.XSHE:0.8506,159981.XSHE:0.8388,516150.XSHG:0.8379",159985,True,True,8
2023-07-13,2023-07-13,13:10:00,159985,159985.SZ,"159985.SZ:3.3389,501018.SH:0.6938,513500.SH:0.3853,513100.SH:0.3460,159980.SZ:0.1748,513030.SH:0.0109,513310.SH:0.0062",159985,2023-07-13,13:10:00,159985,159985.XSHE,"159985.XSHE:3.6007,501018.XSHG:0.5450,513500.XSHG:0.4252,513100.XSHG:0.3728,159980.XSHE:0.1672,513030.XSHG:0.0103,513310.XSHG:0.0041,518880.XSHG:0.0038",159985,True,True,7
2023-07-14,2023-07-14,13:10:00,159985,159985.SZ,"159985.SZ:3.1459,159981.SZ:1.6164,159732.SZ:1.1558,501018.SH:0.9139,515220.SH:0.8755,516520.SH:0.7592,512710.SH:0.7398,512670.SH:0.6093,159638.SZ:0.4353,159667.SZ:0.4346",159985,2023-07-14,13:10:00,159985,159985.XSHE,"159985.XSHE:3.5660,159981.XSHE:1.3458,159732.XSHE:1.1497,512710.XSHG:0.9800,516520.XSHG:0.9565,515220.XSHG:0.8457,512670.XSHG:0.8340,516150.XSHG:0.7560,501018.XSHG:0.7290,159667.XSHE:0.6390",159985,True,True,9
2023-07-17,2023-07-17,13:10:00,159985,159985.SZ,"159985.SZ:2.8505,159981.SZ:1.4726,159732.SZ:1.0252,501018.SH:0.9294,515220.SH:0.6383,159825.SZ:0.5068,512710.SH:0.4714,516520.SH:0.4592,513100.SH:0.3742,512670.SH:0.3732",159985,2023-07-17,13:10:00,159985,159985.XSHE,"159985.XSHE:3.1839,159981.XSHE:1.4749,159732.XSHE:1.0951,501018.XSHG:0.8131,515220.XSHG:0.7141,512710.XSHG:0.6707,516520.XSHG:0.6682,512670.XSHG:0.5549,159825.XSHE:0.4474,516150.XSHG:0.4134",159985,True,True,9
2023-07-18,2023-07-18,13:10:00,159985,159985.SZ,"159985.SZ:2.5899,159981.SZ:1.6051,159732.SZ:0.9922,501018.SH:0.9915,159825.SZ:0.6092,515220.SH:0.5830,513100.SH:0.4366,512710.SH:0.4305,516520.SH:0.3694,513500.SH:0.3253",159985,2023-07-18,13:10:00,159985,159985.XSHE,"159985.XSHE:2.9354,501018.XSHG:0.9354,513100.XSHG:0.4197,513500.XSHG:0.3377,159980.XSHE:0.1640,518880.XSHG:0.0360,513310.XSHG:0.0317,513030.XSHG:0.0288,161226.XSHE:0.0269",159985,True,True,4
2023-07-19,2023-07-19,13:10:00,159985,159985.SZ,"159985.SZ:2.6067,501018.SH:1.1660,513100.SH:0.5443,513500.SH:0.4087,161226.SZ:0.3344,159980.SZ:0.1444,518880.SH:0.1429,513030.SH:0.0825,513310.SH:0.0305",159985,2023-07-19,13:10:00,159985,159985.XSHE,"159985.XSHE:2.7295,501018.XSHG:1.0797,513100.XSHG:0.4789,513500.XSHG:0.3758,159980.XSHE:0.1616,161226.XSHE:0.1464,518880.XSHG:0.0823,513030.XSHG:0.0528,513310.XSHG:0.0329",159985,True,True,9
2023-07-20,2023-07-20,13:10:00,159985,159985.SZ,"159985.SZ:2.6146,501018.SH:1.0960,161226.SZ:0.5950,513100.SH:0.5743,513500.SH:0.4180,159980.SZ:0.1584,513030.SH:0.0879,513310.SH:0.0542",159985,2023-07-20,13:10:00,159985,159985.XSHE,"159985.XSHE:2.7099,501018.XSHG:1.1344,513100.XSHG:0.5128,513500.XSHG:0.3964,161226.XSHE:0.3381,159980.XSHE:0.1558,518880.XSHG:0.1429,513030.XSHG:0.0656,513310.XSHG:0.0313",159985,True,True,8
2023-07-21,2023-07-21,13:10:00,159985,159985.SZ,"159985.SZ:2.3335,501018.SH:1.2273,161226.SZ:0.7323,513500.SH:0.3938,518880.SH:0.2459,159980.SZ:0.2002,513030.SH:0.0913",159985,2023-07-21,13:10:00,159985,159985.XSHE,"159985.XSHE:2.5964,501018.XSHG:1.1652,161226.XSHE:0.5307,513100.XSHG:0.4642,513500.XSHG:0.3923,518880.XSHG:0.2031,159980.XSHE:0.1756,513030.XSHG:0.0765",159985,True,True,7
2023-07-24,2023-07-24,13:10:00,159985,159985.SZ,"159985.SZ:2.2111,501018.SH:1.3180,161226.SZ:0.7945,513500.SH:0.4079,518880.SH:0.2441,159980.SZ:0.2089,513030.SH:0.1116",159985,2023-07-24,13:10:00,159985,159985.XSHE,"159985.XSHE:2.4348,501018.XSHG:1.2879,161226.XSHE:0.7243,513100.XSHG:0.4451,513500.XSHG:0.4098,518880.XSHG:0.2404,159980.XSHE:0.2025,513030.XSHG:0.0931",159985,True,True,7
2023-07-25,2023-07-25,13:10:00,159985,159985.SZ,"159985.SZ:2.2577,501018.SH:1.6468,513500.SH:0.3939,159980.SZ:0.3348",159985,2023-07-25,13:10:00,159985,159985.XSHE,"159985.XSHE:2.2924,501018.XSHG:1.4467,513500.XSHG:0.3979,159980.XSHE:0.2276,518880.XSHG:0.2276",159985,True,True,4
2023-07-26,2023-07-26,13:10:00,159985,159985.SZ,"159985.SZ:2.3315,501018.SH:1.8295,159981.SZ:1.2786,161226.SZ:1.0227,512880.SH:0.7169,159825.SZ:0.6464,159865.SZ:0.5019,159605.SZ:0.4595,512070.SH:0.4429,159980.SZ:0.4334",159985,2023-07-26,13:10:00,159985,159985.XSHE,"159985.XSHE:2.2883,501018.XSHG:1.6525,159981.XSHE:1.3944,161226.XSHE:0.8750,159825.XSHE:0.6631,159865.XSHE:0.4799,512880.XSHG:0.4560,513500.XSHG:0.4044,513100.XSHG:0.4019,512890.XSHG:0.3788",159985,True,True,7
2023-07-27,2023-07-27,13:10:00,159985,159985.SZ,"159985.SZ:2.6504,501018.SH:2.0124,161226.SZ:1.2710,159981.SZ:1.1829,512880.SH:0.9673,159605.SZ:0.8882,513180.SH:0.6916,512070.SH:0.6664,512200.SH:0.6506,159825.SZ:0.6275",159985,2023-07-27,13:10:00,159985,159985.XSHE,"159985.XSHE:2.5482,501018.XSHG:1.8566,159981.XSHE:1.2900,161226.XSHE:1.1189,512880.XSHG:0.7401,159825.XSHE:0.6746,159865.XSHE:0.5527,159605.XSHE:0.5388,512070.XSHG:0.4897,512890.XSHG:0.4863",159985,True,True,8
2023-07-28,2023-07-28,13:10:00,159985,159985.SZ,"159985.SZ:2.5145,501018.SH:2.1773,159605.SZ:1.3274,159981.SZ:1.1724,512200.SH:1.1630,513180.SH:1.0703,512690.SH:1.0376,513330.SH:0.8507,515210.SH:0.7462,512890.SH:0.6430",159985,2023-07-28,13:10:00,159985,159985.XSHE,"159985.XSHE:2.5150,501018.XSHG:2.0202,159981.XSHE:1.1773,512880.XSHG:1.1516,161226.XSHE:1.0276,159605.XSHE:0.9703,512070.XSHG:0.7829,513180.XSHG:0.7766,512200.XSHG:0.7047,159825.XSHE:0.6700",159985,True,True,6
2023-07-31,2023-07-31,13:10:00,512880,512880.SH,"512880.SH:2.3911,501018.SH:2.2914,159985.SZ:2.1113,512200.SH:1.9077,159605.SZ:1.8874,512070.SH:1.6112,513180.SH:1.5735,512690.SH:1.3540,513330.SH:1.3340,159981.SZ:1.1003",512880,2023-07-31,13:10:00,159985,159985.XSHE,"159985.XSHE:2.3212,501018.XSHG:2.2294,512880.XSHG:1.8334,159605.XSHE:1.4633,512200.XSHG:1.2795,512070.XSHG:1.2459,159981.XSHE:1.2183,513180.XSHG:1.1848,513090.XSHG:1.1443,512690.XSHG:1.0663",159985,False,False,9
